n,generation,specimen,fitness
1934,80,13,276.854728226008
1935,80,14,162.33514632799597
1936,80,15,141.507444879332
1937,80,16,325.940676711995
1938,80,17,240.65122299420045
1939,80,18,225.68883396411084
1940,80,19,232.7818361169235
1941,80,20,300.8043811575526
1942,80,21,259.65280620646104
1943,80,22,240.4430022101148
1944,80,23,213.325839023475
1945,81,0,275.0303950052277
1946,81,1,270.8489700448951
1947,81,2,298.8622242644179
1948,81,3,227.4436137463114
1949,81,4,170.68494073200273
1950,81,5,218.74080990267944
1951,81,6,237.1984169809067
1952,81,7,182.81390017229916
1953,81,8,195.70230275938883
1954,81,9,259.8675956760151
1955,81,10,313.9917700696285
1956,81,11,247.73105070230875
1957,81,12,242.9221967641034
1958,81,13,274.47715954606787
1959,81,14,198.50381634364942
1960,81,15,227.66635089917906
1961,81,16,185.25515332944923
1962,81,17,292.2486624718945
1963,81,18,197.04967811620543
1964,81,19,274.9117314702197
1965,81,20,223.03623764705003
1966,81,21,171.87479748489542
1967,81,22,208.58129604603948
1968,81,23,147.8802719815153
1969,82,0,238.16055829039763
1970,82,1,191.29457881776833
1971,82,2,361.9838816454984
1972,82,3,240.24398333840244
1973,82,4,249.99179779287047
1974,82,5,269.9391297840441
1975,82,6,171.55512261392994
1976,82,7,170.66767474063033
1977,82,8,162.5675152708696
1978,82,9,272.9474404953164
1979,82,10,300.8945988142037
1980,82,11,181.01022341750604
1981,82,12,167.16859379487457
1982,82,13,261.1670995404982
1983,82,14,278.83895324654554
1984,82,15,320.63228445114476
1985,82,16,213.71197657464984
1986,82,17,80.16349836037739
1987,82,18,304.95165089370755
1988,82,19,231.83026505764786
1989,82,20,283.9355585238656
1990,82,21,255.6134327270049
1991,82,22,122.70492913357685
1992,82,23,238.1686760775239
1993,83,0,199.92026139844432
1994,83,1,330.07310328639437
1995,83,2,247.9902488661911
1996,83,3,144.1227131886413
1997,83,4,298.58449824738835
1998,83,5,207.7319864984749
1999,83,6,276.13726656817823
2000,83,7,329.9635556924353
2001,83,8,243.8912562137223
2002,83,9,147.32877316430185
2003,83,10,255.28923336739612
2004,83,11,297.2660872041613
2005,83,12,220.35171581812267
2006,83,13,223.01351738492653
2007,83,14,121.93558242698305
2008,83,15,253.90508027283644
2009,83,16,179.68803678759593
2010,83,17,216.02839024217428
2011,83,18,182.00905167666738
2012,83,19,250.61992168672847
2013,83,20,264.1147092138762
2014,83,21,253.3708361039346
2015,83,22,318.8455123925642
2016,83,23,233.96336655253035
2017,84,0,263.36465328561246
2018,84,1,241.78261006903503
2019,84,2,153.17414297787127
2020,84,3,262.1354972426042
2021,84,4,302.81016175048103
2022,84,5,143.1142614728841
2023,84,6,119.08534688610746
2024,84,7,257.60365018180516
2025,84,8,157.27305972497174
2026,84,9,201.12938415580788
2027,84,10,283.1547304004079
2028,84,11,240.68521475557617
2029,84,12,298.0154264654294
2030,84,13,224.84775299343923
2031,84,14,308.04605980320605
2032,84,15,292.98668428294525
2033,84,16,163.92181786530531
2034,84,17,276.76926427422677
2035,84,18,175.656829503176
2036,84,19,88.7904241017429
2037,84,20,199.58064004544505
2038,84,21,273.54907007983576
2039,84,22,256.47526656360526
2040,84,23,260.5227224421319
2041,85,0,236.9377704256619
2042,85,1,230.96102902949676
2043,85,2,257.3862521257247
2044,85,3,263.10488126902857
2045,85,4,238.01635388100846
2046,85,5,215.25064325957953
2047,85,6,193.51075095693966
2048,85,7,167.23710401824007
2049,85,8,183.62364139418395
2050,85,9,189.714522993743
2051,85,10,197.82231190475406
2052,85,11,305.98716162337377
2053,85,12,201.20182511418275
2054,85,13,179.8221810549507
2055,85,14,172.91850043602534
2056,85,15,81.46356609915631
2057,85,16,215.65384023154996
2058,85,17,182.35635702857127
2059,85,18,261.5592276912779
2060,85,19,306.2642601659991
2061,85,20,116.15750955047474
2062,85,21,263.66601961068193
2063,85,22,319.8878259700077
2064,85,23,202.26120793469053
2065,86,0,218.81794818190764
2066,86,1,214.25259020734643
2067,86,2,243.23893538731448
2068,86,3,185.4367520592637
2069,86,4,229.6325775005438
2070,86,5,265.83429701782387
2071,86,6,139.62095655763872
2072,86,7,315.21253023372935
2073,86,8,252.83543624225297
2074,86,9,134.84209394568396
2075,86,10,236.08884977529576
2076,86,11,269.3773987954454
2077,86,12,167.6112799043451
2078,86,13,295.3879138192523
2079,86,14,178.94985224224473
2080,86,15,189.12217894357232
2081,86,16,150.21404420777634
2082,86,17,247.22252596385357
2083,86,18,260.8125243690727
2084,86,19,250.02058546659393
2085,86,20,254.96992405590663
2086,86,21,337.0122516997302
2087,86,22,260.09014399050284
2088,86,23,200.26429726689088
2089,87,0,89.20928973891435
2090,87,1,195.8786731739592
2091,87,2,260.34904797233344
2092,87,3,167.00927327485954
2093,87,4,366.51246640629904
2094,87,5,216.01364377789324
2095,87,6,190.45646276709715
2096,87,7,186.46694259388445
2097,87,8,198.7147906685179
2098,87,9,172.72521080079363
2099,87,10,180.17583271476985
2100,87,11,316.25294271729484
2101,87,12,280.6054334129576
2102,87,13,230.79079874557956
2103,87,14,285.88106359124924
2104,87,15,144.50371208267777
2105,87,16,222.96688915238795
2106,87,17,200.02255652317015
2107,87,18,176.2226196392384
2108,87,19,227.1685391283682
2109,87,20,283.28882015618944
2110,87,21,274.36720172228706
2111,87,22,244.16359569854689
2112,87,23,277.7844576580109
2113,88,0,228.22586773712953
2114,88,1,213.68125698930157
2115,88,2,71.09146775774866
2116,88,3,197.09075887289657
2117,88,4,162.03222263582836
2118,88,5,275.6656424879684
2119,88,6,222.2004637972303
2120,88,7,316.71324658164866
2121,88,8,72.46957021102446
2122,88,9,215.775515533769
2123,88,10,89.32005510691829
2124,88,11,180.14943675900824
2125,88,12,238.2624321128215
2126,88,13,224.02372433384312
2127,88,14,307.5548629109703
2128,88,15,295.73420637640027
2129,88,16,230.66295698500028
2130,88,17,218.20037059654015
2131,88,18,177.30332334636853
2132,88,19,185.92054353014117
2133,88,20,269.1142104237398
2134,88,21,277.66101811174747
2135,88,22,145.34019923528848
2136,88,23,261.80478039788204
2137,89,0,181.1371533963949
2138,89,1,203.2537395332663
2139,89,2,183.8368276926704
2140,89,3,130.30495641922172
2141,89,4,231.94290769229917
2142,89,5,232.81769667667243
2143,89,6,187.71020527408677
2144,89,7,207.06618717218927
2145,89,8,167.72138913241366
2146,89,9,196.48051605965242
2147,89,10,100.38127497243693
2148,89,11,202.81525355433865
2149,89,12,148.97733921392927
2150,89,13,268.22131506104836
2151,89,14,146.65334732970078
2152,89,15,300.0006226545985
2153,89,16,150.02261935890428
2154,89,17,289.282288129043
2155,89,18,219.89228607480095
2156,89,19,158.495382871113
2157,89,20,223.5138601840219
2158,89,21,169.847561154863
2159,89,22,234.6429808927116
2160,89,23,203.27242656808542
2161,90,0,217.0662340454514
2162,90,1,214.44817545598323
2163,90,2,244.22796360553994
2164,90,3,213.786279977844
2165,90,4,114.40899691375674
2166,90,5,308.9722608274743
2167,90,6,260.7829701878774
2168,90,7,260.7929690172725
2169,90,8,261.7959626642575
2170,90,9,187.01838872888754
2171,90,10,322.1921202304112
2172,90,11,309.82442455301754
2173,90,12,325.2500629126728
2174,90,13,230.59100539150694
2175,90,14,290.1652985514578
2176,90,15,444.6125710107307
2177,90,16,253.82391653982233
2178,90,17,269.00347557542574
2179,90,18,229.697788253898
2180,90,19,237.9758727676808
2181,90,20,400.85035239895956
2182,90,21,364.50375898534264
2183,90,22,243.4830209332154
2184,90,23,207.41862145670314
2185,91,0,272.61581367355024
2186,91,1,192.15354235172816
2187,91,2,189.74522669538095
2188,91,3,228.50129479002254
2189,91,4,232.53297244283513
2190,91,5,310.26971477827885
2191,91,6,256.5338735965726
2192,91,7,221.14411868031988
2193,91,8,235.10572953346218
2194,91,9,313.1186721285273
2195,91,10,200.29714315630224
2196,91,11,250.86987548216769
2197,91,12,416.0211727972631
2198,91,13,169.7743837416146
2199,91,14,346.3288794099553
2200,91,15,178.3484169629528
2201,91,16,255.42192503820792
2202,91,17,302.5170627681734
2203,91,18,252.6896888132556
2204,91,19,319.5462168428543
2205,91,20,226.11876034378014
2206,91,21,239.45309723336868
2207,91,22,254.72612990902252
2208,91,23,318.9896053859603
2209,92,0,272.47613578518
2210,92,1,220.38181248321422
2211,92,2,215.0354168339169
2212,92,3,311.7657569085256
2213,92,4,297.50776030873163
2214,92,5,283.1902488769699
2215,92,6,244.36078600250173
2216,92,7,193.01679851012187
2217,92,8,277.7714859031554
2218,92,9,152.4155298686974
2219,92,10,276.7026548799159
2220,92,11,174.17031836894455
2221,92,12,257.95577149986906
2222,92,13,207.66323319543386
2223,92,14,196.00305401059708
2224,92,15,274.00319771048913
2225,92,16,280.7779495641351
2226,92,17,163.47979798963212
2227,92,18,300.5750306846701
2228,92,19,183.67433005397723
2229,92,20,145.39182815398414
2230,92,21,264.2698044135092
2231,92,22,270.96334180105106
2232,92,23,110.90709066751634
2233,93,0,228.57529919997364
2234,93,1,298.7989692840875
2235,93,2,160.86301249123008
2236,93,3,274.4023376896216
2237,93,4,311.3270208436318
2238,93,5,148.6447591685665
2239,93,6,218.31592589639564
2240,93,7,317.0409210525761
2241,93,8,331.40473095669716
2242,93,9,315.79885216188956
2243,93,10,188.12436138031967
2244,93,11,257.2630002073331
2245,93,12,327.4822563911864
2246,93,13,199.19732938124187
2247,93,14,316.5441462850118
2248,93,15,283.0040073027319
2249,93,16,288.1307541544015
2250,93,17,293.37595589148714
2251,93,18,180.84864301298322
2252,93,19,198.0794540048429
2253,93,20,209.4611184633349
2254,93,21,281.1947987536767
2255,93,22,282.85572306896125
2256,93,23,194.92065460663252
2257,94,0,178.94293763424076
2258,94,1,185.7579731269429
2259,94,2,142.12491311011354
2260,94,3,141.46099404413712
2261,94,4,207.82529437046776
2262,94,5,195.52178625333596
2263,94,6,284.3715564301367
2264,94,7,216.62850616829175
2265,94,8,335.8517915730349
2266,94,9,273.4936262884267
2267,94,10,258.6642797512219
2268,94,11,176.2933174006531
2269,94,12,253.67435677875
2270,94,13,310.6106902709247
2271,94,14,286.64076512014105
2272,94,15,185.4249690663612
2273,94,16,226.1306298957545
2274,94,17,252.73722888824312
2275,94,18,245.71049275085477
2276,94,19,192.42883722682893
2277,94,20,307.1099348887499
2278,94,21,258.88326650934795
2279,94,22,233.72029192661768
2280,94,23,294.3195844029712
2281,95,0,254.31773303474316
2282,95,1,275.62399814915926
2283,95,2,231.18691065324182
2284,95,3,277.9032318182725
2285,95,4,267.57184341695483
2286,95,5,162.0260796496974
2287,95,6,199.46732364385286
2288,95,7,188.19324507895482
2289,95,8,219.43185566066148
2290,95,9,278.4325493338548
2291,95,10,203.78529753977807
2292,95,11,179.4368566519373
2293,95,12,204.40491873967937
2294,95,13,236.9568493514888
2295,95,14,271.32764115528596
2296,95,15,184.1357153095235
2297,95,16,214.78336484569812
2298,95,17,190.02769622876318
2299,95,18,214.94156243630408
2300,95,19,175.8795722408175
2301,95,20,207.96758435276536
2302,95,21,229.47631900367597
2303,95,22,200.01972515166815
2304,95,23,207.31417813752532
2305,96,0,74.95550887433089
2306,96,1,236.4083876209819
2307,96,2,140.01811801610998
2308,96,3,163.50143710116313
2309,96,4,281.0054609607836
2310,96,5,203.6562470543808
2311,96,6,248.2354758412208
2312,96,7,198.0463153043642
2313,96,8,208.84632711656838
2314,96,9,265.33273370184565
2315,96,10,203.59932149157453
2316,96,11,289.6203107646057
2317,96,12,209.84247639404188
2318,96,13,197.60939345425257
2319,96,14,193.19989100401813
2320,96,15,246.63320742454553
2321,96,16,208.77335353652273
2322,96,17,67.66763843359973
2323,96,18,244.849016017802
2324,96,19,197.73863224820042
2325,96,20,192.79223237493517
2326,96,21,154.85611532259549
2327,96,22,262.10288476072145
2328,96,23,291.2006463217257
2329,97,0,254.64453178644598
2330,97,1,292.26986288121384
2331,97,2,170.18312108072976
2332,97,3,256.4511275863644
2333,97,4,112.05866681691697
2334,97,5,185.06121875237903
2335,97,6,206.71745418744743
2336,97,7,300.0142362377612
2337,97,8,236.88555145300697
2338,97,9,230.94782811722192
2339,97,10,261.9065055988656
2340,97,11,337.5746624873577
2341,97,12,275.6146861159723
2342,97,13,239.69730877291306
2343,97,14,287.17323219873686
2344,97,15,172.46280578378128
2345,97,16,231.0208902391244
2346,97,17,177.6504396166834
2347,97,18,157.23458457934868
2348,97,19,266.3452909215078
2349,97,20,158.30141432888877
2350,97,21,170.08698566864658
2351,97,22,168.18574871677848
2352,97,23,262.3176737070914
2353,98,0,214.6759400490838
2354,98,1,273.03439763990855
2355,98,2,263.993702547503
2356,98,3,156.11859990757222
2357,98,4,110.63913273918655
2358,98,5,249.49993458519913
2359,98,6,297.2001641769011
2360,98,7,46.961746544175696
2361,98,8,242.3087750890138
2362,98,9,358.5210227721987
2363,98,10,214.53134023020317
2364,98,11,267.0629222689181
2365,98,12,325.3603379103324
2366,98,13,241.16088508262027
2367,98,14,89.50529762094067
2368,98,15,311.6975913777378
2369,98,16,293.7855018795435
2370,98,17,337.8209101049579
2371,98,18,161.9596310933095
2372,98,19,288.54884141835294
2373,98,20,330.7816214216544
2374,98,21,293.3319945968942
2375,98,22,207.24474233865152
2376,98,23,246.58036698856188
2377,99,0,184.4262722023177
2378,99,1,265.1704292876264
2379,99,2,389.14982979965987
2380,99,3,288.66158402185664
2381,99,4,293.6115573569773
2382,99,5,286.7854351948457
2383,99,6,237.06993050091637
2384,99,7,273.91261593336264
2385,99,8,286.80647174658986
2386,99,9,308.9720657817707
2387,99,10,218.28196432019615
2388,99,11,231.57528221981377
2389,99,12,219.49336404910704
2390,99,13,255.70713925356577
2391,99,14,163.52032418404798
2392,99,15,260.8621675915034
2393,99,16,249.8890745415907
2394,99,17,295.3606804014045
2395,99,18,168.56735788997824
2396,99,19,206.45351157506278
2397,99,20,156.32545975877633
2398,99,21,203.18957204722238
2399,99,22,223.65982418835972
2400,99,23,174.22390297214537
